SEASON,TEAM_ID,TEAM_NAME,GP,W,L,FG3M,FG3A,FG3_PCT,PTS,THREES_PER_GAME,THREES_ATT_PER_GAME,POINTS_FROM_3,PERCENT_POINTS_3
2017-18,1610612750,Minnesota Timberwolves,82,47,35,658,1845,0.357,8980,8.024390243902438,22.5,1974,0.2198218262806236
2017-18,1610612740,New Orleans Pelicans,82,48,34,837,2312,0.362,9161,10.207317073170731,28.195121951219512,2511,0.27409671433249644
2017-18,1610612752,New York Knicks,82,29,53,673,1914,0.352,8566,8.207317073170731,23.341463414634145,2019,0.23569927620826522
2017-18,1610612760,Oklahoma City Thunder,82,48,34,881,2491,0.354,8844,10.74390243902439,30.378048780487806,2643,0.29884667571234735
2017-18,1610612753,Orlando Magic,82,25,57,844,2405,0.351,8479,10.292682926829269,29.329268292682926,2532,0.29862012029720486
2017-18,1610612755,Philadelphia 76ers,82,52,30,901,2445,0.369,9004,10.987804878048781,29.817073170731707,2703,0.30019991115059974
2017-18,1610612756,Phoenix Suns,82,21,61,763,2286,0.334,8522,9.304878048780488,27.878048780487806,2289,0.268598920441211
2017-18,1610612757,Portland Trail Blazers,82,49,33,845,2308,0.366,8661,10.304878048780488,28.146341463414632,2535,0.29269137512989263
2017-18,1610612758,Sacramento Kings,82,27,55,738,1967,0.375,8104,9.0,23.98780487804878,2214,0.2731984205330701
2017-18,1610612759,San Antonio Spurs,82,47,35,696,1977,0.352,8424,8.487804878048781,24.109756097560975,2088,0.24786324786324787
2017-18,1610612761,Toronto Raptors,82,59,23,968,2705,0.358,9156,11.804878048780488,32.98780487804878,2904,0.31716906946264745
2017-18,1610612762,Utah Jazz,82,48,34,887,2425,0.366,8540,10.817073170731707,29.573170731707318,2661,0.3115925058548009
2017-18,1610612764,Washington Wizards,82,43,39,814,2173,0.375,8742,9.926829268292684,26.5,2442,0.27934111187371313
2018-19,1610612737,Atlanta Hawks,82,29,53,1067,3034,0.352,9294,13.012195121951219,37.0,3201,0.3444157520981278
2018-19,1610612738,Boston Celtics,82,49,33,1032,2829,0.365,9216,12.585365853658537,34.5,3096,0.3359375
2018-19,1610612751,Brooklyn Nets,82,42,40,1047,2965,0.353,9204,12.768292682926829,36.15853658536585,3141,0.341264667535854
2018-19,1610612766,Charlotte Hornets,82,39,43,977,2783,0.351,9081,11.914634146341463,33.9390243902439,2931,0.3227618103733069
2018-19,1610612741,Chicago Bulls,82,22,60,745,2123,0.351,8605,9.085365853658537,25.890243902439025,2235,0.2597327135386403
2018-19,1610612739,Cleveland Cavaliers,82,19,63,847,2388,0.355,8567,10.329268292682928,29.121951219512194,2541,0.2966032450099218
2018-19,1610612742,Dallas Mavericks,82,33,49,1022,3002,0.34,8927,12.463414634146341,36.609756097560975,3066,0.34345244763078303
2018-19,1610612743,Denver Nuggets,82,54,28,903,2571,0.351,9075,11.012195121951219,31.353658536585368,2709,0.29851239669421487
2018-19,1610612765,Detroit Pistons,82,41,41,993,2854,0.348,8778,12.109756097560975,34.80487804878049,2979,0.3393711551606288
2018-19,1610612744,Golden State Warriors,82,57,25,1087,2824,0.385,9650,13.25609756097561,34.4390243902439,3261,0.33792746113989636
2018-19,1610612745,Houston Rockets,82,53,29,1323,3721,0.356,9341,16.134146341463413,45.3780487804878,3969,0.42490097419976447
2018-19,1610612754,Indiana Pacers,82,48,34,779,2081,0.374,8857,9.5,25.378048780487806,2337,0.2638590945015242
2018-19,1610612746,LA Clippers,82,48,34,821,2118,0.388,9442,10.012195121951219,25.829268292682926,2463,0.260855750900233
2018-19,1610612747,Los Angeles Lakers,82,37,45,847,2541,0.333,9165,10.329268292682928,30.98780487804878,2541,0.2772504091653028
2018-19,1610612763,Memphis Grizzlies,82,33,49,811,2368,0.342,8490,9.890243902439025,28.878048780487806,2433,0.2865724381625442
2018-19,1610612748,Miami Heat,82,39,43,928,2658,0.349,8668,11.317073170731707,32.41463414634146,2784,0.32118135671435166
2018-19,1610612749,Milwaukee Bucks,82,60,22,1105,3134,0.353,9686,13.475609756097562,38.21951219512195,3315,0.3422465413999587
2018-19,1610612750,Minnesota Timberwolves,82,36,46,827,2357,0.351,9223,10.085365853658537,28.74390243902439,2481,0.26900140951967905
2018-19,1610612740,New Orleans Pelicans,82,33,49,842,2449,0.344,9466,10.268292682926829,29.865853658536587,2526,0.26684977815339106
2018-19,1610612752,New York Knicks,82,17,65,823,2421,0.34,8575,10.036585365853659,29.524390243902438,2469,0.28793002915451893
2018-19,1610612760,Oklahoma City Thunder,82,49,33,932,2677,0.348,9387,11.365853658536585,32.646341463414636,2796,0.29785874081176095
2018-19,1610612753,Orlando Magic,82,42,40,937,2633,0.356,8800,11.426829268292684,32.109756097560975,2811,0.3194318181818182
2018-19,1610612755,Philadelphia 76ers,82,51,31,889,2474,0.359,9445,10.841463414634147,30.170731707317074,2667,0.2823716251985177
2018-19,1610612756,Phoenix Suns,82,19,63,790,2400,0.329,8815,9.634146341463415,29.26829268292683,2370,0.2688598979013046
2018-19,1610612757,Portland Trail Blazers,82,53,29,904,2520,0.359,9402,11.024390243902438,30.73170731707317,2712,0.28844926611359284
2018-19,1610612758,Sacramento Kings,82,39,43,927,2455,0.378,9363,11.304878048780488,29.9390243902439,2781,0.2970201858378725
